descricao,valor,categoria
Clinica Odontologica Bem Estar,333.74,Saude
Bar do Amigo,24.34,Lazer
Fisioterapia ReviveMed,106.69,Saude
Streaming HBO Max,12.14,Lazer
Aluguel Casa Jardim,199.43,Moradia
Mercado Sao Luiz,87.87,Alimentacao
Posto Ipiranga,40.83,Transporte
Condominio Edificio Central,508.4,Moradia
Buffet de Eventos Tematico,39.15,Lazer
Internet Vivo Fibra,196.71,Moradia
Bar do Amigo,55.7,Lazer
Clinica Odontologica Bem Estar,65.2,Saude
Onibus Metropolitano,37.96,Transporte
Streaming Netflix,19.57,Lazer
Aplicativo InDrive,33.52,Transporte
Mercado Dia a Dia,34.58,Alimentacao
Pet Shop Amigo Fiel,35.36,Servicos
Papelaria Escolar Center,71.72,Educacao
Bar da Esquina,7.87,Lazer
Clinica Odontologica Sorriso,136.59,Saude
Protecao Veicular Porto Seguro,106.45,Transporte
Protecao Veicular Porto Seguro,45.38,Transporte
Pedagio Via Facil,59.93,Transporte
Protecao Veicular Allianz,61.18,Transporte
Barbearia Classica,36.08,Servicos
Onibus Metropolitano,29.46,Transporte
Moveis Etna,563.3,Moradia
Curso Online Coursera,172.27,Educacao
Energia CPFL,431.22,Moradia
Aluguel Apartamento Centro,322.86,Moradia
Onibus Metropolitano,107.5,Transporte
Posto BR Mania,26.18,Transporte
Moveis Tok e Stok,401.46,Moradia
Posto Shell,37.12,Transporte
Oficina Mecanica Silva,52.74,Transporte
Condominio Edificio Central,387.58,Moradia
Acougue Boi Bom,55.5,Alimentacao
Pet Shop Bicho Feliz,29.22,Servicos
Aplicativo Uber,49.41,Transporte
Passeio Parque Aquatico,20.04,Lazer
Pedagio Via Facil,13.01,Transporte
Protecao Veicular Porto Seguro,43.12,Transporte
Mensalidade Escola Bilingue,64.47,Educacao
Lava Rapido Total,33.0,Transporte
Farmacia Extrafarma,352.54,Saude
Streaming Amazon Prime,14.77,Lazer
Metro Bilhete Unico,137.19,Transporte
Mensalidade Escola Bilingue,329.45,Educacao
Estacionamento Zona Azul,47.02,Transporte
Hortifruti Verde Vida,36.45,Alimentacao
Imobiliaria Confianca,334.25,Moradia
Lavanderia Rapida,13.51,Servicos
Feira Livre Central,79.07,Alimentacao
Salao de Beleza Estilo,8.96,Servicos
Curso Tecnico Senai,55.86,Educacao
Academia Smart Fit,129.17,Saude
Curso de Ingles Wizard,75.29,Educacao
Parque Aquatico Wet Fun,17.43,Lazer
Agua e Esgoto Copasa,328.37,Moradia
Farmacia Pague Menos,78.21,Saude
Estacionamento Multipark,35.82,Transporte
Oficina Mecanica Silva,39.32,Transporte
Restaurante Prato Feito,59.04,Alimentacao
Clinica Odontologica Sorriso,90.58,Saude
Protecao Veicular Porto Seguro,36.86,Transporte
Boliche Fun Center,17.78,Lazer
Condominio Residencial Sol,422.76,Moradia
Internet Claro Fibra,204.32,Moradia
Salao de Beleza Estilo,15.08,Servicos
Curso de Ingles Fisk,47.26,Educacao
Hortifruti Verde Vida,38.63,Alimentacao
Posto BR Mania,26.37,Transporte
Material Escolar Didatico,79.25,Educacao
Curso Tecnico Senai,159.43,Educacao
Conta de Luz,223.92,Moradia
Curso de Ingles Wizard,106.36,Educacao
Assistencia Tecnica Eletronicos,22.96,Servicos
Plano de Saude Unimed,58.23,Saude
Supermercado Extra,20.34,Alimentacao
Conta de Luz,181.55,Moradia
Buffet de Eventos Tematico,9.89,Lazer
Restaurante Sabor Caseiro,31.77,Alimentacao
Posto BR Mania,21.72,Transporte
Farmacia Pague Menos,89.93,Saude
Mercadinho Bom Preco,27.42,Alimentacao
Academia Smart Fit,324.8,Saude
Buffet de Eventos Tematico,30.5,Lazer
Curso Profissionalizante,70.25,Educacao
Buffet de Eventos Tematico,11.65,Lazer
Streaming Amazon Prime,8.3,Lazer
Combustivel Etanol,67.13,Transporte
Condominio Residencial Sol,326.94,Moradia
Lava Rapido Brilho,35.62,Transporte
Energia CPFL,134.83,Moradia
Padaria Doce Vida,47.5,Alimentacao
Farmacia Drogasil,113.57,Saude
Pedagio Sem Parar,38.51,Transporte
Passeio Parque Aquatico,141.19,Lazer
Seguro Residencial Bradesco,395.99,Moradia
Lanchonete Central,25.91,Alimentacao
Agua e Esgoto Sabesp,265.11,Moradia
Assistencia Tecnica Celular,7.95,Servicos
Parque de Diversoes,13.3,Lazer
Feira Livre do Bairro,29.48,Alimentacao
Aplicativo Uber,70.02,Transporte
Agua e Esgoto Copasa,221.08,Moradia
Pet Shop Amigo Fiel,11.58,Servicos
Posto Ipiranga,35.14,Transporte
Internet Vivo Fibra,690.22,Moradia
Imobiliaria Confianca,302.77,Moradia
Material Escolar Didatico,121.83,Educacao
Pet Shop Amigo Fiel,67.24,Servicos
Farmacia Popular,366.3,Saude
Salao de Beleza Vintage,28.13,Servicos
Plano de Saude SulAmerica,117.86,Saude
Streaming Spotify Premium,11.12,Lazer
Servico de Fotografia,10.86,Servicos
Barbearia Moderna,22.69,Servicos
Streaming Netflix,23.57,Lazer
Streaming Amazon Prime,6.85,Lazer
Moveis Etna,337.14,Moradia
Conta de Luz,680.69,Moradia
Condominio Residencial Sol,566.92,Moradia
Restaurante Temperinho,45.86,Alimentacao
Salao de Beleza Estilo,71.04,Servicos
Acougue Boi Bom,28.42,Alimentacao
Salao de Beleza Charme,6.14,Servicos
Aluguel Apartamento Centro,317.15,Moradia
Conserto de Eletronicos,90.72,Servicos
Supermercado Carrefour,49.16,Alimentacao
Restaurante Sabor Caseiro,49.76,Alimentacao
Supermercado Pao de Acucar,29.19,Alimentacao
Lavanderia Rapida,103.99,Servicos
Curso Online Coursera,336.5,Educacao
Streaming Netflix,58.4,Lazer
Rappi Delivery,61.77,Alimentacao
Parque de Diversoes,27.06,Lazer
Pedagio Sem Parar,24.71,Transporte
Servico de Fotografia,43.83,Servicos
Curso Online Alura,110.07,Educacao
Servico de Fotografia,52.95,Servicos
Conta de Luz,221.97,Moradia
Seguro Residencial Porto,362.71,Moradia
Acougue Central,42.81,Alimentacao
Manicure a Domicilio,9.52,Servicos
Streaming Deezer,12.92,Lazer
Farmacia Nissei,242.58,Saude
Chaveiro 24 Horas,22.59,Servicos
Laboratorio Exame Fleury,97.08,Saude
Condominio Edificio Central,250.69,Moradia
Barbearia Vintage,26.34,Servicos
Laboratorio Exame Fleury,246.0,Saude
Seguro Residencial Bradesco,172.23,Moradia
Oficina Mecanica Silva,32.63,Transporte
Streaming HBO Max,77.07,Lazer
Posto Ipiranga,29.39,Transporte
Clinica Odontologica Sorriso,81.41,Saude
Mensalidade Faculdade Estacio,71.03,Educacao
Balada Clube Noturno,7.73,Lazer
Conta de Luz,301.43,Moradia
Lavanderia Rapida,14.29,Servicos
Conserto de Eletronicos,42.93,Servicos
Streaming Deezer,17.19,Lazer
Acougue Boi Bom,25.65,Alimentacao
Parque Aquatico Wet Fun,59.55,Lazer
Farmacia Popular,493.84,Saude
Conta de Agua,177.88,Moradia
Streaming Amazon Prime,19.25,Lazer
Streaming HBO Max,13.91,Lazer
Estacionamento Zona Azul,33.63,Transporte
Condominio Edificio Central,226.69,Moradia
Seguro Residencial Porto,159.51,Moradia
Psicologo Consulta Online,69.23,Saude
Chaveiro 24 Horas,12.39,Servicos
Revisao Automotiva Center,30.56,Transporte
Livraria Saraiva,81.46,Educacao
Curso Online Udemy,35.87,Educacao
Barbearia Vintage,5.2,Servicos
Acougue Boi Bom,43.03,Alimentacao
Academia Bio Ritmo,181.37,Saude
Condominio Edificio Central,152.96,Moradia
Streaming HBO Max,39.37,Lazer
Farmacia Nissei,244.72,Saude
Farmacia Extrafarma,175.45,Saude
Protecao Veicular Allianz,44.83,Transporte
Lanchonete Central,42.62,Alimentacao
Mensalidade Escola Bilingue,92.9,Educacao
Moveis Tok e Stok,117.46,Moradia
Laboratorio Exame Fleury,102.68,Saude
Protecao Veicular Porto Seguro,37.05,Transporte
Salao de Beleza Charme,59.5,Servicos
Consulta Medica Particular,1452.62,Saude
Consulta Medica Particular,43.74,Saude
Farmacia Drogasil,150.54,Saude
Feira Livre Central,58.67,Alimentacao
Bar do Amigo,13.48,Lazer
Buffet de Eventos Tematico,31.48,Lazer
Plano de Saude SulAmerica,127.46,Saude
Buffet de Eventos Tematico,15.31,Lazer
Conserto de Eletronicos,55.39,Servicos
Buffet de Eventos Tematico,8.74,Lazer
Laboratorio Exame Fleury,203.92,Saude
Mercadinho Bom Preco,39.81,Alimentacao
Academia Smart Fit,48.05,Saude
Bar do Amigo,20.08,Lazer
Aplicativo Uber,102.18,Transporte
Curso Online Udemy,141.75,Educacao
Manicure a Domicilio,18.68,Servicos
Costureira do Bairro,36.24,Servicos
Consulta Medica Clinica Vida,409.03,Saude
Onibus Intermunicipal,42.58,Transporte
Revisao Automotiva Center,129.45,Transporte
Energia Light,320.94,Moradia
Streaming HBO Max,31.41,Lazer
Bar do Amigo,50.0,Lazer
Mercado Sao Luiz,85.03,Alimentacao
Padaria Bela Vista,30.86,Alimentacao
Restaurante Sabor Caseiro,59.12,Alimentacao
Servico de Fotografia,11.23,Servicos
Farmacia Pague Menos,98.13,Saude
Streaming Netflix,19.95,Lazer
Oficina Mecanica Rapida,34.18,Transporte
Hospital Sao Marcos,96.11,Saude
Acougue Boi Bom,35.86,Alimentacao
Restaurante Sabor Caseiro,65.13,Alimentacao
Internet Claro Fibra,408.51,Moradia
Mensalidade Faculdade Unip,82.87,Educacao
Agua e Esgoto Copasa,229.55,Moradia
Clinica Odontologica Bem Estar,105.82,Saude
Streaming HBO Max,17.61,Lazer
Assistencia Tecnica Eletronicos,34.46,Servicos
Abastecimento Veiculo,111.38,Transporte
Curso Preparatorio Vestibular,68.96,Educacao
Curso de Ingles Fisk,53.4,Educacao
Streaming Amazon Prime,6.24,Lazer
Curso Profissionalizante,75.04,Educacao
Lanchonete do Povo,57.68,Alimentacao
Mensalidade Escola Positivo,72.85,Educacao
Imobiliaria Confianca,355.85,Moradia
iFood Delivery,33.89,Alimentacao
Onibus Intermunicipal,40.73,Transporte
Bar da Esquina,10.13,Lazer
Conta de Agua,237.48,Moradia
Revisao Automotiva Center,8.56,Transporte
Salao de Beleza Vintage,22.53,Servicos
Passeio Parque Aquatico,7.16,Lazer
Conserto de Eletronicos,39.32,Servicos
Energia Cemig,313.24,Moradia
Boliche Fun Center,19.32,Lazer
Papelaria Escolar Center,107.55,Educacao
Mercado Atacadao,28.15,Alimentacao
Posto Shell,56.98,Transporte
Seguro Residencial Porto,499.87,Moradia
Bar do Amigo,10.93,Lazer
Pet Shop Amigo Fiel,19.12,Servicos
Auto Pecas Center,36.39,Transporte
Energia Cemig,165.04,Moradia
Barbearia Moderna,12.69,Servicos
Metro Bilhete Unico,32.36,Transporte
Condominio Residencial Sol,300.83,Moradia
Energia Light,748.73,Moradia
Pet Shop Bicho Feliz,14.59,Servicos
Consulta Medica Clinica Vida,86.95,Saude
Cinema Cinemark,38.27,Lazer
Condominio Residencial Sol,132.96,Moradia
Lanchonete do Povo,61.11,Alimentacao
Barbearia Moderna,7.53,Servicos
Streaming Disney Plus,11.69,Lazer
Streaming Netflix,11.13,Lazer
Padaria Bela Vista,161.94,Alimentacao
Curso de Ingles Fisk,126.42,Educacao
Fisioterapia ReviveMed,105.04,Saude
Parque Aquatico Wet Fun,79.71,Lazer
Lavanderia Express,17.3,Servicos
Restaurante Prato Feito,48.12,Alimentacao
Livraria Cultura Didatica,190.21,Educacao
Passeio Parque Aquatico,13.36,Lazer
Aplicativo InDrive,45.23,Transporte
Seguro Residencial Bradesco,615.32,Moradia
Costureira do Bairro,18.16,Servicos
Lavanderia Express,6.26,Servicos
Farmacia Extrafarma,102.87,Saude
Mercado Atacadao,62.67,Alimentacao
Onibus Intermunicipal,29.4,Transporte
Pedagio Via Facil,39.32,Transporte
Material Escolar Didatico,230.38,Educacao
Feira Livre Central,92.87,Alimentacao
Fisioterapia ReviveMed,96.08,Saude
Imobiliaria Confianca,283.48,Moradia
Internet Claro Fibra,253.01,Moradia
Bar do Amigo,16.43,Lazer
Hortifruti Sao Joao,37.72,Alimentacao
Restaurante Sabor Caseiro,38.41,Alimentacao
Lavanderia Express,29.54,Servicos
Abastecimento Veiculo,35.32,Transporte
Parque de Diversoes,12.91,Lazer
Lavanderia Express,22.63,Servicos
Chaveiro 24 Horas,8.6,Servicos
Mercadinho Bom Preco,39.85,Alimentacao
Protecao Veicular Allianz,120.53,Transporte
Energia Enel,344.11,Moradia
Pet Shop Bicho Feliz,14.23,Servicos
Boliche Fun Center,29.2,Lazer
Assistencia Tecnica Celular,26.15,Servicos
Conserto de Eletronicos,74.86,Servicos
Plano Odontologico OdontoPrev,62.54,Saude
Streaming Amazon Prime,18.52,Lazer
Assistencia Tecnica Celular,41.25,Servicos
Mensalidade Faculdade Anhanguera,104.94,Educacao
Clinica Odontologica Sorriso,57.58,Saude
Streaming Disney Plus,38.07,Lazer
Streaming Deezer,20.81,Lazer
Streaming Spotify Premium,10.47,Lazer
Mercado Atacadao,15.14,Alimentacao
Bar da Esquina,20.07,Lazer
Curso Online Alura,218.96,Educacao
Internet Vivo Fibra,556.45,Moradia
Streaming Spotify Premium,9.99,Lazer
Costureira do Bairro,10.3,Servicos
Farmacia Extrafarma,119.81,Saude
Revisao Automotiva Center,21.45,Transporte
Mensalidade Faculdade Estacio,75.16,Educacao
Gas Comgas,495.38,Moradia
Metro Bilhete Unico,54.24,Transporte
Farmacia Pague Menos,123.17,Saude
Hortifruti Verde Vida,41.71,Alimentacao
Curso Preparatorio Vestibular,21.63,Educacao
Mercado Atacadao,33.72,Alimentacao
Aplicativo 99,54.33,Transporte
Academia Smart Fit,50.98,Saude
Aplicativo InDrive,49.71,Transporte
Oficina Mecanica Rapida,54.19,Transporte
Restaurante Temperinho,71.74,Alimentacao
Mensalidade Escola Bilingue,94.0,Educacao
Barbearia Vintage,8.26,Servicos
Energia Enel,316.98,Moradia
Assistencia Tecnica Eletronicos,20.66,Servicos
Parque Aquatico Wet Fun,20.48,Lazer
Energia Enel,181.52,Moradia
Mensalidade Faculdade Estacio,192.08,Educacao
Cinema Cinemark,18.28,Lazer
Consulta Medica Clinica Vida,66.52,Saude
Salao de Beleza Vintage,38.59,Servicos
Combustivel Gasolina,33.01,Transporte
Curso Preparatorio Vestibular,104.09,Educacao
Aplicativo InDrive,45.72,Transporte
Supermercado Big Bompreco,25.35,Alimentacao
Chaveiro 24 Horas,12.18,Servicos
Parque Aquatico Wet Fun,28.56,Lazer
Cinema Kinoplex,14.06,Lazer
Feira Livre Central,146.39,Alimentacao
Padaria Bela Vista,58.41,Alimentacao
Agua e Esgoto Copasa,183.79,Moradia
Papelaria Nobre,63.52,Educacao
Streaming Disney Plus,8.49,Lazer
Acougue Central,46.82,Alimentacao
Mensalidade Faculdade Estacio,99.69,Educacao
Farmacia Extrafarma,88.13,Saude
Papelaria Kalunga,169.16,Educacao
Energia CPFL,222.87,Moradia
Mensalidade Faculdade Unip,47.91,Educacao
Farmacia Droga Raia,171.76,Saude
Posto Shell,59.63,Transporte
Estacionamento Zona Azul,52.68,Transporte
Acougue Boi Bom,72.03,Alimentacao
Manicure a Domicilio,21.35,Servicos
Plano de Saude Amil,60.6,Saude
Livraria Cultura Didatica,173.48,Educacao
Posto BR Mania,32.05,Transporte
Protecao Veicular Allianz,52.23,Transporte
Aluguel Apartamento Centro,171.19,Moradia
Aluguel Apartamento Centro,712.44,Moradia
Aluguel Apartamento Centro,469.44,Moradia
Farmacia Nissei,125.62,Saude
Boliche Fun Center,21.12,Lazer
Supermercado Carrefour,39.73,Alimentacao
Psicologo Consulta Online,162.75,Saude
Mensalidade Escola Bilingue,92.87,Educacao
Farmacia Extrafarma,137.52,Saude
Supermercado Assai,32.39,Alimentacao
Energia CPFL,255.7,Moradia
Servico de Fotografia,27.48,Servicos
Lavanderia Rapida,15.82,Servicos
Livraria Cultura Didatica,285.94,Educacao
Pet Shop Amigo Fiel,11.12,Servicos
Lanchonete Central,63.38,Alimentacao
Plano Odontologico OdontoPrev,145.97,Saude
Restaurante Sabor Caseiro,74.33,Alimentacao
Parque Aquatico Wet Fun,46.3,Lazer
Estacionamento Zona Azul,61.85,Transporte
Aluguel Casa Jardim,324.93,Moradia
Clinica Odontologica Sorriso,125.98,Saude
Streaming Netflix,36.47,Lazer
Auto Pecas Center,78.04,Transporte
Mensalidade Faculdade Unip,83.37,Educacao
Streaming Spotify Premium,17.32,Lazer
Imobiliaria Confianca,345.98,Moradia
Bar da Esquina,33.85,Lazer
Salao de Beleza Estilo,93.91,Servicos
Mensalidade Escola Objetivo,89.82,Educacao
Mercadinho Bom Preco,35.12,Alimentacao
Seguro Residencial Bradesco,397.83,Moradia
Salao de Beleza Estilo,7.24,Servicos
Mercado Sao Luiz,75.23,Alimentacao
Plano de Saude SulAmerica,90.43,Saude
Streaming Spotify Premium,5.69,Lazer
Acougue Boi Bom,34.46,Alimentacao
Assistencia Tecnica Eletronicos,10.84,Servicos
Streaming Spotify Premium,14.21,Lazer
Estacionamento Multipark,32.23,Transporte
Livraria Saraiva,205.16,Educacao
Clinica Odontologica Bem Estar,83.51,Saude
Aplicativo InDrive,27.35,Transporte
Manicure a Domicilio,8.97,Servicos
Mensalidade Escola Positivo,267.12,Educacao
Streaming HBO Max,37.29,Lazer
Padaria Bela Vista,33.9,Alimentacao
Academia Bio Ritmo,118.23,Saude
Streaming Spotify Premium,16.72,Lazer
Plano de Saude SulAmerica,261.76,Saude
Farmacia Droga Raia,71.42,Saude
Assistencia Tecnica Eletronicos,16.32,Servicos
Moveis Tok e Stok,160.41,Moradia
Pedagio Sem Parar,67.75,Transporte
Hospital Sao Marcos,103.66,Saude
Supermercado Assai,34.9,Alimentacao
Supermercado Pao de Acucar,39.7,Alimentacao
Mensalidade Escola Positivo,86.49,Educacao
Restaurante Sabor Caseiro,21.96,Alimentacao
Cinema Kinoplex,29.14,Lazer
Oficina Mecanica Rapida,38.39,Transporte
Acougue Central,39.29,Alimentacao
Restaurante Prato Feito,107.01,Alimentacao
Streaming Deezer,12.78,Lazer
Chaveiro 24 Horas,29.34,Servicos
Padaria Sao Jose,65.71,Alimentacao
Bar da Esquina,33.73,Lazer
Mensalidade Escola Bilingue,25.0,Educacao
Assistencia Tecnica Celular,11.67,Servicos
Posto Ale,35.61,Transporte
Seguro Residencial Porto,545.69,Moradia
Assinatura Duolingo Plus,105.96,Educacao
Feira Livre Central,35.43,Alimentacao
Padaria Ponto do Pao,61.88,Alimentacao
Mercado Sao Luiz,78.72,Alimentacao
Balada Clube Noturno,13.44,Lazer
Buffet de Eventos Tematico,26.93,Lazer
Lava Rapido Brilho,27.93,Transporte
Parque Aquatico Wet Fun,4.29,Lazer
Salao de Beleza Estilo,13.93,Servicos
Aluguel Residencial Imovel,227.25,Moradia
Reforma Casa e Cia,239.04,Moradia
Mercado Atacadao,21.12,Alimentacao
Lavanderia Rapida,50.72,Servicos
Academia Bio Ritmo,256.96,Saude
Reforma Casa e Cia,260.16,Moradia
Cinema Cinemark,9.43,Lazer
Lanchonete Central,65.83,Alimentacao
Clinica Odontologica Bem Estar,125.69,Saude
Farmacia Popular,228.79,Saude
Seguro Residencial Porto,216.96,Moradia
Buffet de Eventos Tematico,9.54,Lazer
Clinica Odontologica Sorriso,258.44,Saude
Curso Tecnico Senai,187.06,Educacao
Aplicativo 99,29.73,Transporte
Posto Ipiranga,57.56,Transporte
Boliche Fun Center,8.23,Lazer
Hospital Sao Marcos,96.32,Saude
Livraria Livraria Nobel,34.56,Educacao
Pedagio Via Facil,84.29,Transporte
Laboratorio Exame Fleury,50.57,Saude
Papelaria Nobre,43.32,Educacao
Buffet de Eventos Tematico,6.68,Lazer
Internet Vivo Fibra,375.62,Moradia
Feira Livre do Bairro,69.45,Alimentacao
Combustivel Etanol,69.62,Transporte
Buffet de Eventos Tematico,28.44,Lazer
Hortifruti Sao Joao,54.07,Alimentacao
Balada Clube Noturno,15.46,Lazer
Streaming Netflix,16.85,Lazer
Seguro Residencial Porto,201.59,Moradia
Agua e Esgoto Copasa,390.82,Moradia
Laboratorio Exame Fleury,93.57,Saude
Material de Construcao Casa Show,393.79,Moradia
Barbearia Classica,17.35,Servicos
Onibus Intermunicipal,64.23,Transporte
Conserto de Eletronicos,13.74,Servicos
Lavanderia Rapida,32.28,Servicos
Revisao Automotiva Center,141.1,Transporte
Farmacia Nissei,117.97,Saude
Material de Construcao Casa Show,186.32,Moradia
Consulta Medica Clinica Vida,142.4,Saude
Plano de Saude Unimed,133.9,Saude
Aluguel Residencial Imovel,216.13,Moradia
Estacionamento Multipark,32.54,Transporte
Streaming Deezer,38.18,Lazer
Salao de Beleza Estilo,52.28,Servicos
Posto Ipiranga,35.04,Transporte
Curso Online Alura,191.93,Educacao
Livraria Saraiva,292.88,Educacao
Protecao Veicular Porto Seguro,23.22,Transporte
Protecao Veicular Allianz,47.14,Transporte
Curso Online Udemy,64.46,Educacao
Salao de Beleza Charme,67.67,Servicos
Farmacia Popular,108.26,Saude
Hortifruti Sao Joao,39.42,Alimentacao
Livraria Livraria Nobel,281.92,Educacao
Supermercado Pao de Acucar,25.68,Alimentacao
Energia Enel,894.3,Moradia
Lava Rapido Total,83.34,Transporte
Protecao Veicular Allianz,38.01,Transporte
Curso Online Alura,179.07,Educacao
Agua e Esgoto Sabesp,141.98,Moradia
Barbearia Vintage,19.68,Servicos
Pet Shop Bicho Feliz,18.09,Servicos
Plano de Saude Unimed,403.11,Saude
Costureira do Bairro,7.97,Servicos
Aplicativo InDrive,61.36,Transporte
Lava Rapido Brilho,56.0,Transporte
Manicure a Domicilio,16.03,Servicos
Cinema Ingresso Show,15.39,Lazer
Imobiliaria Confianca,154.6,Moradia
Imobiliaria Confianca,245.36,Moradia
Consulta Medica Clinica Vida,124.48,Saude
Farmacia Pague Menos,137.52,Saude
Farmacia Pague Menos,148.69,Saude
Passeio Parque Aquatico,10.17,Lazer
Padaria Bela Vista,32.52,Alimentacao
Protecao Veicular Allianz,20.13,Transporte
Aluguel Apartamento Centro,493.03,Moradia
Fisioterapia ReviveMed,180.99,Saude
Streaming Disney Plus,34.58,Lazer
Passeio Parque Aquatico,20.55,Lazer
Metro Bilhete Unico,17.89,Transporte
Bar do Amigo,14.79,Lazer
Bar da Esquina,19.99,Lazer
Combustivel Etanol,68.32,Transporte
Curso Online Udemy,184.37,Educacao
Balada Clube Noturno,9.87,Lazer
Balada Clube Noturno,48.95,Lazer
Parque Aquatico Wet Fun,22.43,Lazer
Assistencia Tecnica Eletronicos,33.06,Servicos
Feira Livre Central,98.16,Alimentacao
Lava Rapido Total,23.04,Transporte
Streaming Spotify Premium,15.05,Lazer
Mensalidade Faculdade Estacio,27.84,Educacao
Internet Vivo Fibra,584.32,Moradia
Livraria Cultura Didatica,98.92,Educacao
Aplicativo Uber,58.51,Transporte
Feira Livre Central,50.25,Alimentacao
Curso Preparatorio Vestibular,101.71,Educacao
Pet Shop Amigo Fiel,17.17,Servicos
Curso de Ingles Wizard,123.44,Educacao
Assistencia Tecnica Celular,12.17,Servicos
Parque de Diversoes,25.76,Lazer
Lanchonete Central,146.15,Alimentacao
Balada Clube Noturno,43.71,Lazer
Onibus Metropolitano,69.24,Transporte
Protecao Veicular Porto Seguro,27.85,Transporte
Cinema Ingresso Show,25.62,Lazer
Abastecimento Veiculo,46.69,Transporte
Streaming Spotify Premium,26.13,Lazer
Passeio Parque Aquatico,13.53,Lazer
Streaming Amazon Prime,27.56,Lazer
Protecao Veicular Allianz,46.61,Transporte
Posto Ipiranga,36.68,Transporte
Reforma Casa e Cia,210.55,Moradia
Farmacia Droga Raia,213.03,Saude
Supermercado Big Bompreco,66.89,Alimentacao
Clinica Odontologica Sorriso,201.53,Saude
Restaurante Sabor Caseiro,35.1,Alimentacao
Papelaria Kalunga,150.99,Educacao
