renda_mensal,nivel_endividamento,frequencia_poupanca,comprometimento_gastos,Alimentacao,Moradia,Transporte,Saude,Educacao,Lazer,Servicos,perfil_financeiro
2152.95,56.0,Baixa,17.1,74.44,161.38,64.9,28.63,22.53,10.8,5.03,Em risco
2155.42,17.8,Baixa,58.8,219.91,570.22,236.92,123.94,65.89,31.82,19.74,Saudavel
2876.56,32.1,Media,82.5,502.51,1024.44,421.4,192.01,114.13,80.73,38.52,Em observacao
5309.34,5.7,Alta,57.9,599.35,1191.08,692.94,293.89,181.68,74.23,41.89,Saudavel
2854.77,18.9,Baixa,81.4,483.03,1030.05,423.55,197.99,100.04,57.15,31.0,Em observacao
2178.17,35.6,Alta,63.9,281.24,646.2,232.29,113.06,59.35,37.42,22.85,Em observacao
2170.33,28.6,Baixa,52.6,232.59,438.38,224.02,122.16,70.96,33.69,20.52,Saudavel
2840.64,42.7,Baixa,44.3,243.15,547.79,230.41,103.27,69.55,42.23,22.12,Em observacao
3172.31,3.1,Baixa,53.1,359.84,729.58,292.18,148.56,84.08,45.66,24.18,Saudavel
6597.68,38.2,Alta,55.7,686.74,1631.0,605.08,370.27,199.45,117.58,61.83,Em observacao
5763.07,13.6,Baixa,45.3,587.01,1115.36,442.75,224.13,129.82,71.83,36.89,Saudavel
5022.05,49.1,Baixa,20.3,189.13,419.68,210.82,97.54,62.12,29.12,13.27,Em observacao
2666.67,45.7,Media,39.6,215.79,424.97,215.36,101.25,58.24,23.91,16.55,Em observacao
2348.64,1.6,Baixa,17.0,83.88,156.14,79.6,35.4,22.59,15.09,5.81,Saudavel
2042.87,8.2,Baixa,30.2,121.79,243.11,117.61,68.8,35.69,20.6,9.22,Saudavel
3559.77,5.5,Baixa,75.5,450.84,1288.89,456.59,229.18,148.07,79.5,32.88,Em observacao
3801.77,36.2,Baixa,59.8,439.8,850.36,539.71,221.66,116.84,66.24,38.68,Em observacao
4668.81,18.7,Baixa,59.4,474.68,1180.84,636.83,199.89,161.54,75.38,41.97,Saudavel
3019.72,60.1,Alta,47.8,319.66,522.69,335.17,129.81,71.49,44.05,19.56,Em risco
1805.25,56.0,Alta,56.9,197.11,440.04,202.16,86.53,62.33,24.48,14.92,Em risco
6457.9,25.2,Baixa,47.5,670.59,1112.04,704.32,289.48,149.78,90.19,49.23,Saudavel
5451.32,7.0,Baixa,90.9,1197.4,1831.61,1011.8,387.79,300.87,146.19,81.63,Em risco
2716.89,45.5,Baixa,82.8,482.91,786.15,570.09,195.88,111.44,67.44,34.82,Em observacao
3338.59,11.2,Baixa,44.5,244.69,658.27,299.03,152.28,66.82,40.76,24.65,Saudavel
2549.0,27.4,Baixa,106.3,534.83,1169.2,563.4,194.55,134.37,79.77,34.71,Em risco
4443.06,18.3,Baixa,90.0,624.45,1881.96,764.35,408.33,168.69,97.21,53.13,Em observacao
3565.59,45.9,Baixa,62.1,459.87,851.59,500.48,182.02,107.47,70.59,40.59,Em observacao
4326.46,22.1,Media,64.9,546.72,1073.88,665.67,235.36,154.92,86.64,45.98,Saudavel
2949.79,15.1,Media,64.9,401.94,719.06,393.26,176.9,125.95,65.89,31.93,Saudavel
1613.79,26.4,Media,60.3,180.89,407.23,199.06,86.3,51.98,30.55,17.51,Saudavel
6876.38,32.0,Baixa,60.2,730.09,1894.03,767.12,396.81,186.95,103.11,58.77,Em observacao
2978.49,25.3,Media,16.0,75.21,212.78,104.87,43.26,21.02,11.25,7.56,Saudavel
1809.61,27.7,Baixa,57.6,223.33,467.67,172.5,81.96,53.88,28.04,14.42,Saudavel
3541.01,30.6,Media,34.9,231.7,561.77,239.27,91.3,64.65,34.93,13.79,Em observacao
4599.27,25.7,Alta,68.8,677.22,1171.76,681.73,347.05,156.86,81.87,46.04,Saudavel
3682.85,10.6,Media,84.4,634.28,1333.7,580.71,289.37,135.0,88.84,47.45,Em observacao
1639.8,24.2,Baixa,109.4,330.84,770.95,368.63,160.16,98.36,40.71,24.11,Em risco
2448.05,23.2,Baixa,51.8,284.55,441.23,289.06,139.88,66.02,30.67,15.54,Saudavel
3610.28,26.1,Alta,53.1,331.53,837.84,375.69,195.44,95.35,56.33,26.67,Saudavel
3502.34,19.7,Alta,9.5,74.48,130.65,60.62,30.64,20.34,11.6,6.1,Saudavel
3150.15,18.7,Baixa,49.4,286.51,619.93,354.3,140.23,88.4,45.66,20.73,Saudavel
1898.25,34.6,Baixa,43.4,139.73,345.04,180.19,78.66,47.74,19.81,11.81,Em observacao
4374.14,47.7,Baixa,46.8,369.09,843.95,488.05,174.99,94.12,50.31,25.47,Em observacao
2784.08,43.7,Media,12.9,76.75,147.52,68.62,29.66,22.27,9.55,5.13,Em observacao
4435.28,18.4,Media,81.2,781.03,1322.26,763.1,362.91,202.52,109.51,58.26,Em observacao
2550.29,26.3,Baixa,58.8,284.87,630.08,322.28,135.13,61.79,44.95,20.82,Saudavel
5957.35,35.4,Media,49.3,597.53,1164.05,611.56,293.81,131.96,89.33,46.64,Em observacao
7120.68,5.8,Baixa,29.0,385.43,872.15,441.55,169.36,109.59,61.31,26.13,Saudavel
1757.82,30.4,Media,68.7,198.09,563.52,211.96,107.52,73.05,38.27,14.38,Em observacao
1506.44,19.8,Media,42.3,149.28,233.35,132.66,55.24,37.04,21.01,8.66,Saudavel
1739.84,19.8,Media,54.2,176.61,374.06,206.47,82.97,56.38,29.92,17.14,Saudavel
2619.65,46.7,Alta,75.5,332.89,869.75,425.75,156.6,106.31,58.7,28.09,Em observacao
1412.0,29.5,Media,67.3,173.75,404.51,188.14,80.21,52.14,37.49,14.38,Saudavel
2911.62,13.4,Baixa,22.0,130.36,290.22,109.34,54.88,30.17,16.27,10.29,Saudavel
4737.07,7.6,Baixa,9.3,85.76,160.59,97.28,48.3,28.43,12.2,7.17,Saudavel
4246.99,15.3,Baixa,42.5,293.85,814.05,405.04,125.99,92.58,50.12,23.59,Saudavel
2408.78,32.5,Baixa,27.0,122.88,264.76,143.97,55.49,31.43,20.88,10.63,Em observacao
1764.37,24.5,Baixa,28.3,86.09,200.35,112.34,51.47,31.39,11.97,6.46,Saudavel
2867.04,18.2,Baixa,30.6,200.19,297.79,208.22,88.07,43.66,27.03,13.31,Saudavel
2788.46,27.1,Media,10.1,54.96,112.04,57.73,29.15,15.45,8.75,4.21,Saudavel
1725.12,42.9,Baixa,47.7,177.65,322.77,183.96,66.33,38.28,20.91,12.27,Em observacao
2893.76,79.7,Baixa,49.8,219.91,652.54,291.97,140.05,72.93,41.17,21.6,Em risco
5904.07,14.1,Baixa,52.3,523.59,1464.33,518.47,298.82,167.08,72.76,41.15,Saudavel
3756.1,20.6,Baixa,39.7,347.9,557.0,288.16,152.85,81.76,40.14,24.8,Saudavel
2133.25,37.8,Alta,66.6,323.39,528.73,278.62,143.15,72.97,51.93,21.33,Em observacao
8037.27,26.7,Alta,50.4,870.98,1615.8,712.58,419.12,254.5,113.15,65.27,Saudavel
3308.47,36.3,Media,56.6,336.68,823.48,326.09,185.11,104.06,64.0,31.66,Em observacao
2651.94,27.6,Media,47.3,205.22,518.9,285.57,128.6,66.96,30.75,17.64,Saudavel
1888.08,53.7,Baixa,10.9,43.61,86.3,43.55,14.58,11.09,5.29,2.22,Em risco
6214.77,33.3,Media,52.5,623.04,1426.67,602.08,305.93,176.23,83.73,43.79,Em observacao
1663.7,26.8,Baixa,50.6,181.04,336.71,185.15,64.82,39.67,20.1,13.85,Saudavel
4317.96,56.1,Baixa,53.2,492.63,1027.64,373.35,183.42,119.66,63.64,38.75,Em risco
3432.34,36.8,Media,33.6,207.96,496.81,254.82,84.7,61.11,33.92,13.88,Em observacao
3644.35,53.4,Media,43.1,370.45,572.97,324.58,131.97,100.32,51.67,19.53,Em risco
4239.76,43.3,Alta,62.7,494.6,1077.91,605.07,262.03,111.34,65.51,41.35,Em observacao
1412.0,13.7,Media,59.1,177.46,300.72,185.11,83.37,51.04,21.52,14.61,Saudavel
2935.53,44.1,Media,54.8,352.36,628.37,292.53,137.61,111.29,56.98,30.88,Em observacao
4770.42,28.1,Baixa,60.2,497.34,1213.69,598.77,270.76,174.13,76.05,39.66,Saudavel
2061.93,20.9,Baixa,48.5,195.36,385.82,238.1,88.59,46.71,30.64,14.78,Saudavel
2308.93,38.4,Alta,9.9,40.32,105.0,40.27,20.82,11.77,7.07,3.92,Em observacao
7841.08,45.3,Media,64.0,1000.03,1996.7,1016.29,498.79,269.75,149.66,84.82,Em observacao
3333.77,4.3,Baixa,92.9,581.49,1353.17,588.94,318.55,142.33,71.12,41.7,Em risco
2859.35,2.7,Baixa,81.4,499.2,898.52,479.47,203.25,138.47,76.04,31.26,Em observacao
4302.37,67.6,Media,58.6,429.46,1073.8,522.27,262.1,124.75,70.42,38.13,Em risco
4152.31,50.6,Baixa,73.6,545.65,1221.73,706.0,307.66,141.09,95.23,40.06,Em risco
1696.09,18.9,Alta,47.1,142.27,352.24,178.91,58.41,38.75,17.63,11.32,Saudavel
1631.47,31.6,Baixa,52.4,185.78,325.64,177.0,91.31,37.32,28.03,10.4,Em observacao
6885.5,14.7,Media,45.8,723.7,1214.52,584.56,348.8,141.91,103.97,39.28,Saudavel
2573.96,29.8,Baixa,22.3,101.87,251.62,118.0,46.14,30.72,17.46,8.26,Saudavel
4128.78,32.1,Baixa,40.2,286.34,705.28,380.24,122.49,90.25,50.3,25.01,Em observacao
6017.94,41.4,Media,27.4,355.75,625.28,358.12,155.21,80.5,48.02,28.64,Em observacao
8336.16,15.4,Media,72.5,1125.39,2437.56,1301.97,554.87,357.7,177.13,91.54,Em observacao
3549.16,22.6,Media,99.2,562.08,1565.08,759.06,344.59,155.59,88.36,45.08,Em observacao
1831.73,32.5,Alta,36.6,115.25,305.84,119.79,54.52,41.11,22.77,11.82,Em observacao
5658.05,30.7,Baixa,43.8,453.51,1154.65,451.3,197.43,118.25,61.48,41.85,Em observacao
1579.11,30.8,Media,86.1,230.16,639.2,272.52,100.58,66.02,35.0,16.8,Em observacao
2421.2,9.5,Media,30.6,145.87,305.22,165.02,58.04,41.39,15.92,9.1,Saudavel
3433.59,17.3,Media,77.1,579.16,1126.64,424.33,265.39,147.51,70.31,34.76,Em observacao
5566.72,24.7,Alta,17.6,195.14,434.16,196.65,71.15,43.7,25.78,13.65,Saudavel
2918.07,39.3,Baixa,73.0,410.06,745.13,539.12,226.83,98.14,76.99,33.76,Em observacao
7097.23,44.9,Baixa,43.3,728.61,1175.82,561.31,285.8,174.98,97.76,49.89,Em observacao
3042.62,18.5,Baixa,68.4,355.8,986.39,365.54,172.05,110.6,61.71,30.45,Saudavel
7886.9,43.2,Media,67.3,991.38,2267.81,1052.6,512.13,259.48,144.86,78.39,Em observacao
2443.71,9.5,Alta,44.9,255.58,423.89,230.01,83.83,53.1,36.01,13.91,Saudavel
4134.81,41.2,Baixa,62.8,466.03,1195.61,513.13,190.65,122.38,65.65,42.95,Em observacao
4799.07,42.1,Alta,80.4,785.61,1653.86,727.52,355.16,169.29,110.25,56.63,Em observacao
1814.07,28.6,Media,77.5,260.74,615.05,275.23,128.04,68.97,41.45,16.72,Em observacao
5484.13,35.0,Media,13.8,141.52,306.08,156.82,78.22,40.78,24.28,10.87,Em observacao
2332.47,52.8,Media,89.4,440.65,950.71,339.07,168.01,108.69,51.49,25.56,Em risco
3420.54,75.2,Baixa,108.1,771.63,1531.44,735.74,359.73,161.95,80.79,55.39,Em risco
3320.02,15.9,Baixa,74.9,449.13,1159.99,427.68,222.61,119.88,76.24,29.55,Em observacao
7805.01,17.3,Baixa,51.4,789.29,1845.53,658.61,359.16,219.91,91.39,45.07,Saudavel
6605.2,20.2,Media,73.2,1155.7,1807.14,1005.94,469.35,222.28,116.34,57.87,Em observacao
2456.15,26.8,Baixa,56.4,249.7,641.6,258.1,119.5,62.49,30.48,22.31,Saudavel
3682.98,34.0,Media,52.8,332.47,936.23,346.59,144.12,106.25,52.75,27.31,Em observacao
2952.1,37.0,Baixa,73.9,445.09,815.82,440.15,236.93,153.49,56.61,32.74,Em observacao
4035.01,27.5,Baixa,44.8,400.81,749.73,300.26,192.76,79.22,54.11,30.26,Saudavel
6298.4,36.6,Media,78.6,998.06,2083.65,1087.27,353.33,207.48,142.29,80.37,Em observacao
1875.71,35.3,Alta,61.3,204.22,516.2,226.98,86.83,67.97,30.18,17.58,Em observacao
4321.89,49.7,Alta,60.2,558.9,1181.21,441.81,188.57,139.3,57.18,35.13,Em observacao
2180.11,19.8,Alta,77.1,339.06,664.51,338.07,168.71,88.28,53.89,28.99,Em observacao
4720.45,13.1,Baixa,52.3,518.44,976.55,459.18,215.52,171.6,86.66,40.55,Saudavel
2475.55,23.7,Media,43.7,195.75,446.48,206.29,105.49,73.02,33.44,20.11,Saudavel
1879.42,14.3,Baixa,72.2,269.03,516.58,276.65,145.29,83.41,47.36,18.76,Em observacao
6795.76,23.6,Baixa,54.1,772.75,1371.07,777.03,403.26,205.55,99.21,45.11,Saudavel
5009.35,63.6,Media,59.4,536.28,1403.55,504.67,263.83,140.08,83.53,42.59,Em risco
6812.24,37.4,Baixa,72.5,857.64,2248.53,853.48,430.07,304.82,162.68,78.3,Em observacao
1646.09,26.0,Media,23.0,92.39,152.89,66.05,32.09,17.91,10.78,6.63,Saudavel
7470.45,10.3,Media,66.9,1006.49,1902.13,1032.42,540.97,307.8,138.77,67.62,Saudavel
2682.28,33.8,Alta,61.2,263.68,746.37,327.84,132.34,96.54,53.99,20.48,Em observacao
1618.31,27.4,Media,83.7,263.63,569.51,270.89,137.8,62.17,34.48,16.36,Em observacao
3829.01,13.8,Alta,45.4,295.66,734.95,380.66,142.12,99.45,60.51,25.76,Saudavel
4603.38,15.7,Baixa,62.0,495.3,1192.17,587.33,313.21,139.66,91.3,37.2,Saudavel
2753.0,23.4,Baixa,67.0,414.22,692.17,417.43,138.24,109.81,48.14,24.61,Saudavel
1654.15,56.2,Media,73.4,233.75,518.02,256.37,93.72,67.52,26.96,18.3,Em risco
1412.0,36.1,Media,73.1,202.01,400.92,220.67,102.09,54.77,35.65,15.79,Em observacao
3821.22,58.8,Baixa,50.7,412.1,833.48,323.87,192.28,88.25,56.18,29.7,Em risco
3241.39,29.5,Baixa,75.4,522.17,1013.16,409.2,249.14,150.92,67.14,31.35,Em observacao
1578.84,31.9,Media,69.9,221.14,483.54,206.28,102.7,50.01,26.33,13.14,Em observacao
1412.0,22.2,Media,49.1,146.22,276.03,142.09,70.84,30.5,18.92,8.99,Saudavel
2629.44,65.6,Baixa,57.2,289.97,607.15,347.9,128.7,69.02,40.3,21.52,Em risco
3500.16,32.5,Baixa,79.3,512.04,1072.19,609.08,250.6,194.79,93.82,41.97,Em observacao
2488.65,8.1,Media,46.8,225.71,497.41,235.97,102.15,65.46,25.3,13.45,Saudavel
2379.23,9.2,Baixa,65.0,317.64,567.71,371.12,139.62,79.54,45.09,26.68,Saudavel
3227.18,21.4,Baixa,59.1,303.13,833.0,377.93,204.0,112.47,47.44,30.0,Saudavel
4290.76,9.1,Baixa,76.2,587.78,1347.27,732.09,269.06,208.63,81.2,42.52,Em observacao
6479.89,38.7,Baixa,42.3,613.18,983.67,624.1,266.83,134.91,80.87,39.19,Em observacao
2121.56,39.5,Baixa,59.6,286.28,528.96,217.33,98.01,75.07,42.8,16.22,Em observacao
2816.91,59.9,Baixa,63.3,366.67,754.28,321.0,147.08,108.7,57.06,27.89,Em risco
5356.49,17.3,Alta,39.6,425.19,814.4,466.03,215.01,111.36,64.05,24.35,Saudavel
3465.07,45.5,Alta,79.2,572.55,1110.12,587.69,248.93,111.85,81.05,32.29,Em observacao
4203.66,31.7,Baixa,92.7,818.62,1687.69,713.73,358.36,174.57,85.89,56.45,Em risco
2957.58,37.5,Alta,73.1,508.58,881.37,392.77,183.11,102.36,60.08,33.26,Em observacao
4083.52,59.9,Alta,78.7,567.39,1486.94,551.38,260.69,190.94,104.64,51.45,Em risco
1983.61,58.8,Alta,63.6,273.96,472.19,238.02,137.74,79.59,40.65,19.14,Em risco
5233.68,54.1,Media,52.1,635.23,1113.86,473.93,248.38,125.77,81.56,45.88,Em risco
5536.97,11.9,Baixa,55.3,650.37,1382.22,510.74,257.86,146.59,73.82,41.84,Saudavel
2035.05,59.1,Media,46.1,161.55,370.59,202.15,105.16,57.15,26.67,14.57,Em risco
2609.61,38.9,Media,45.0,196.14,501.38,262.38,98.55,70.86,28.86,15.89,Em observacao
3893.42,38.2,Baixa,82.3,552.52,1410.23,720.99,228.12,176.34,79.01,38.48,Em observacao
3311.75,41.6,Alta,33.2,238.16,404.67,230.43,110.41,64.05,30.77,19.54,Em observacao
5105.48,59.1,Baixa,29.4,273.75,576.17,346.51,136.04,93.64,47.77,26.58,Em risco
8284.33,21.8,Alta,67.5,1258.44,2168.25,1034.94,586.74,303.61,150.63,89.19,Saudavel
2501.6,17.3,Alta,79.7,372.7,868.83,367.76,176.51,122.92,52.2,33.42,Em observacao
2921.06,36.1,Media,50.1,266.53,683.72,265.65,111.09,69.97,43.24,22.06,Em observacao
1412.0,40.9,Baixa,74.9,192.74,424.11,245.13,105.09,48.91,27.75,14.18,Em observacao
3002.06,14.9,Baixa,84.4,475.69,1181.2,400.62,238.65,123.27,76.02,37.84,Em observacao
7186.5,23.2,Media,64.8,996.72,1786.78,984.85,474.93,204.68,145.08,62.78,Saudavel
1498.7,39.9,Baixa,58.7,171.34,377.99,154.41,86.31,52.14,24.16,13.48,Em observacao
2006.6,15.3,Alta,67.2,244.76,594.77,244.58,136.95,60.33,45.32,22.45,Saudavel
1700.34,18.1,Baixa,54.0,177.14,362.12,207.2,84.81,44.48,28.84,13.71,Saudavel
1756.53,17.3,Baixa,50.2,171.01,393.35,168.96,70.17,38.6,27.34,12.62,Saudavel
5014.33,7.6,Baixa,27.0,219.86,643.62,240.21,126.2,68.29,37.49,20.02,Saudavel
8472.11,47.1,Baixa,51.7,874.35,1647.49,1035.89,352.05,280.22,136.2,53.88,Em observacao
2648.38,6.6,Baixa,56.5,285.32,570.45,329.21,164.04,77.54,42.42,26.66,Saudavel
2454.03,43.7,Baixa,42.1,217.89,461.55,170.52,90.51,56.01,24.11,11.92,Em observacao
2588.76,27.4,Baixa,48.6,265.63,522.01,248.0,113.62,53.42,34.58,21.08,Saudavel
1652.17,36.3,Media,74.4,240.87,530.64,209.32,129.03,60.76,41.47,16.84,Em observacao
3618.11,25.8,Media,46.5,376.09,624.53,358.62,152.96,86.52,55.08,27.64,Saudavel
1849.66,10.4,Media,14.8,60.81,95.62,67.05,21.2,16.15,7.55,4.61,Saudavel
2543.35,29.7,Alta,60.2,329.32,585.42,290.76,178.17,84.99,40.34,21.22,Saudavel
1790.2,49.5,Baixa,44.5,182.66,290.78,179.96,68.15,41.73,21.16,12.57,Em observacao
2886.07,14.6,Baixa,39.4,239.82,481.31,199.82,111.27,59.74,29.65,15.89,Saudavel
3635.38,14.0,Baixa,44.1,330.31,606.01,359.06,158.95,86.6,41.64,21.14,Saudavel
5193.78,14.3,Alta,34.2,370.83,791.75,325.83,121.77,94.12,53.24,19.49,Saudavel
2227.86,33.1,Baixa,60.7,232.85,564.73,292.7,141.33,65.75,31.23,22.82,Em observacao
8809.17,32.9,Baixa,27.2,408.9,1040.91,497.56,237.72,118.22,67.47,28.66,Em observacao
3209.17,4.6,Baixa,62.1,325.22,785.26,490.32,196.45,108.99,51.92,33.71,Saudavel
2818.19,23.1,Alta,84.0,579.69,915.7,406.47,234.01,131.28,71.02,29.84,Em observacao
5921.6,6.3,Baixa,31.8,388.35,799.94,346.62,178.35,104.03,44.87,23.51,Saudavel
1902.1,24.0,Baixa,28.8,106.73,199.39,141.43,50.09,26.46,14.49,8.96,Saudavel
2269.17,33.5,Baixa,18.6,102.22,149.79,80.91,45.19,26.51,10.82,7.69,Em observacao
2233.1,8.1,Baixa,67.5,337.78,591.05,289.81,135.37,84.33,48.05,20.51,Saudavel
1412.0,3.1,Baixa,77.6,211.94,510.98,178.89,92.98,53.15,31.29,17.08,Em observacao
2924.87,25.1,Baixa,84.1,495.26,941.08,556.53,210.01,136.6,87.44,32.06,Em observacao
3097.4,31.4,Baixa,56.0,304.9,781.44,366.88,121.57,84.1,50.12,25.01,Em observacao
3629.31,13.1,Media,41.9,245.4,737.28,264.09,125.13,87.75,41.84,19.12,Saudavel
3484.9,74.2,Baixa,39.6,260.26,623.89,249.96,129.29,62.5,33.42,20.25,Em risco
3757.09,14.0,Baixa,45.6,277.6,777.25,342.2,145.54,104.52,45.99,21.22,Saudavel
2543.9,19.0,Media,71.8,421.06,716.93,339.49,181.27,91.14,47.32,28.96,Em observacao
4505.44,53.3,Media,57.1,503.51,1107.99,506.83,223.92,124.12,65.2,42.7,Em risco
2255.47,21.4,Media,67.4,340.25,643.12,270.96,118.81,82.76,41.67,22.74,Saudavel
4265.35,62.0,Media,72.8,564.95,1383.99,649.6,245.67,154.85,68.62,39.05,Em risco
1844.49,25.0,Alta,67.7,270.01,513.24,217.88,105.92,79.69,42.56,19.64,Saudavel
2408.74,62.8,Baixa,66.5,287.76,731.43,317.25,123.25,68.46,48.71,26.1,Em risco
4864.79,25.0,Baixa,66.6,698.84,1154.18,713.02,349.61,164.87,114.92,44.78,Saudavel
2169.84,14.7,Media,47.6,232.4,364.52,225.81,102.86,64.15,26.95,15.93,Saudavel
6170.23,6.8,Alta,41.3,576.36,887.09,552.35,268.2,154.32,70.63,41.26,Saudavel
6425.79,47.2,Baixa,86.0,1051.94,2273.1,1214.61,515.23,238.66,166.39,63.09,Em observacao
9584.18,36.9,Media,16.4,287.05,741.18,271.33,141.26,66.32,38.67,24.32,Em observacao
3262.59,71.0,Baixa,10.2,62.17,142.34,70.76,25.44,17.16,10.49,4.64,Em risco
4884.94,26.9,Baixa,44.6,395.77,951.8,465.27,197.34,91.9,44.91,31.77,Saudavel
3321.5,8.8,Media,44.2,315.4,569.54,318.31,112.55,83.42,50.18,17.42,Saudavel
4350.21,7.5,Media,38.4,302.84,742.29,369.47,118.96,73.6,41.61,22.32,Saudavel
6366.85,57.1,Media,59.0,750.5,1733.65,648.34,274.26,200.71,100.16,45.68,Em risco
1412.0,39.9,Baixa,64.9,165.25,384.23,188.78,82.91,54.93,23.84,15.77,Em observacao
1721.71,11.6,Baixa,40.3,170.71,257.19,137.88,56.7,35.26,24.28,11.3,Saudavel
3321.47,37.0,Alta,53.9,345.69,677.5,384.59,193.09,100.77,62.11,25.32,Em observacao
10579.07,29.1,Baixa,54.7,1095.73,2230.96,1298.1,569.23,350.19,158.12,85.45,Saudavel
2362.83,28.5,Media,46.6,198.96,509.07,192.68,98.78,52.6,32.49,15.8,Saudavel
1412.0,45.8,Media,48.0,120.79,309.83,137.19,49.23,32.09,20.32,8.55,Em observacao
3412.07,25.6,Baixa,66.7,480.56,912.41,451.99,205.52,114.14,73.94,36.52,Saudavel
1773.83,6.2,Baixa,39.8,132.36,301.49,128.53,70.2,39.19,22.65,11.02,Saudavel
1792.88,31.3,Media,95.1,324.8,701.72,329.15,165.72,101.98,55.15,27.31,Em observacao
3313.75,38.7,Media,33.3,232.91,463.7,204.35,105.59,51.13,34.22,12.85,Em observacao
7923.89,1.8,Media,46.9,769.93,1368.67,784.12,420.7,204.7,115.74,53.93,Saudavel
7921.62,24.1,Media,88.1,1427.15,3008.04,1338.94,560.37,405.98,155.69,82.37,Em observacao
3571.65,69.3,Media,9.1,70.99,127.44,61.36,29.61,20.37,10.65,5.15,Em risco
2449.58,31.7,Alta,90.2,415.25,971.91,449.81,158.84,129.94,56.76,26.57,Em observacao
4806.63,34.9,Alta,77.0,704.13,1675.61,641.89,364.67,154.09,108.54,52.2,Em observacao
1412.0,35.9,Baixa,66.3,225.69,379.92,156.99,77.2,51.97,32.57,11.68,Em observacao
4216.21,39.7,Alta,34.9,284.41,632.7,289.53,137.42,71.01,33.34,24.69,Em observacao
2438.01,65.7,Media,45.6,245.82,432.96,206.48,111.94,65.04,29.63,18.88,Em risco
2682.7,7.2,Baixa,98.6,522.51,1122.82,541.03,207.65,132.3,76.11,42.19,Em risco
2581.62,7.1,Baixa,28.6,168.33,273.58,144.17,67.47,45.9,26.94,13.23,Saudavel
2269.11,45.8,Alta,29.6,137.73,259.73,139.59,64.48,35.4,24.23,10.68,Em observacao
2976.01,27.7,Baixa,23.4,116.99,282.53,156.06,75.08,34.99,20.52,11.62,Saudavel
5947.2,16.7,Baixa,51.4,623.5,1345.99,548.61,294.65,126.28,69.0,47.64,Saudavel
1412.0,8.7,Alta,61.6,188.77,345.78,177.27,83.36,42.6,19.95,11.41,Saudavel
5478.17,8.8,Baixa,38.2,346.06,919.96,478.29,151.0,97.07,70.09,28.66,Saudavel
4951.0,23.0,Baixa,62.8,703.39,1149.9,613.75,301.61,190.87,96.73,52.12,Saudavel
5117.45,22.8,Alta,68.3,688.84,1446.58,746.06,264.87,190.4,95.68,61.74,Saudavel
3066.58,12.8,Baixa,62.8,382.26,706.22,464.66,172.22,114.94,55.62,29.35,Saudavel
6363.91,41.5,Media,45.7,544.7,1072.31,744.45,289.38,141.7,74.64,38.91,Em observacao
8887.3,18.6,Media,34.4,694.59,1209.96,549.74,326.94,146.32,83.09,49.5,Saudavel
5304.77,46.1,Baixa,43.9,541.8,843.26,428.58,224.92,159.01,85.09,44.5,Em observacao
2417.75,33.2,Baixa,57.4,297.26,555.07,259.39,132.9,75.34,44.52,24.35,Em observacao
3558.47,10.9,Media,26.5,167.78,409.38,192.3,88.43,45.56,28.4,12.33,Saudavel
4272.89,45.9,Baixa,72.7,642.62,1212.3,733.07,227.97,132.81,105.19,53.39,Em observacao
4580.99,14.1,Baixa,47.8,350.2,1011.05,409.53,197.42,128.33,62.89,30.92,Saudavel
3252.3,30.3,Media,68.5,483.36,876.12,432.48,242.7,99.19,58.87,35.56,Em observacao
2501.4,51.8,Alta,54.6,335.85,476.58,308.31,124.36,60.17,42.86,17.57,Em risco
1582.2,40.9,Baixa,55.3,173.25,392.5,150.99,75.66,46.45,24.63,11.47,Em observacao
2849.64,31.3,Media,55.3,344.52,552.08,385.62,149.33,78.72,41.03,23.7,Em observacao
3290.46,58.0,Media,22.0,142.68,277.2,147.99,79.2,44.18,20.63,12.97,Em risco
3634.31,10.4,Baixa,79.5,572.73,1178.96,663.95,223.74,119.95,84.67,44.14,Em observacao
4213.7,9.1,Alta,49.5,389.35,947.42,363.33,188.66,105.37,56.08,33.6,Saudavel
5965.62,40.3,Baixa,71.6,875.6,1712.28,976.6,331.24,198.72,109.1,66.73,Em observacao
3041.08,14.5,Baixa,45.3,243.98,601.85,299.05,112.94,65.22,32.46,21.49,Saudavel
2673.83,7.5,Media,49.8,276.11,513.52,312.05,98.68,66.83,41.71,23.02,Saudavel
3610.38,12.8,Baixa,50.1,415.02,646.12,422.63,141.11,109.04,54.07,21.73,Saudavel
1412.0,65.7,Media,25.3,61.54,161.65,80.18,24.74,14.2,9.36,5.05,Em risco
1983.9,22.8,Media,60.4,229.38,545.13,211.83,109.97,56.18,28.96,16.75,Saudavel
3879.23,13.0,Alta,11.6,99.05,170.9,102.11,37.47,21.48,13.53,7.18,Saudavel
4034.2,22.2,Media,46.0,370.82,735.09,399.27,167.75,99.76,58.75,25.57,Saudavel
2637.34,32.4,Media,99.8,525.03,1153.11,500.8,236.26,99.05,77.55,40.16,Em observacao
6874.48,26.4,Media,49.8,661.51,1486.48,701.85,252.42,163.71,108.31,46.87,Saudavel
1752.99,57.7,Media,95.1,299.92,733.5,334.17,138.3,83.5,54.87,22.58,Em risco
2012.91,15.4,Baixa,57.6,239.02,409.03,282.98,103.63,69.27,37.21,18.41,Saudavel
1793.97,43.2,Baixa,37.6,112.14,266.69,165.16,63.01,37.38,19.29,10.5,Em observacao
